description,class_id
Oils and fats for food,029
Preserved fruits and vegetables,029
"Vegetables, instant frozen",029
Biscuits and bread,030
Chocolate and chocolates,030
Spices and ice,030
"Beer, ale and porter",032
"Beer, ale, lager, stout and porter",032
Fruit drinks and juices,032
Wines and fortified wines,033
Pocket apparatus for self-rolling cigarettes,034
"Advertising and commercial information services, via the internet",035
Business advice and commercial information,035
"Business consulting, inquiries or information",035
Extraction of oil and gas,037
"Installation services of building scaffolds, working and building platforms",037
"Installation, repair and maintenance of condensing apparatus, steam condensers, radiators for motors and engines, air reheaters, boiler tubes",037
Beer wort,032
Belts for conveyors,007
Benzene-based acids,001
Beverages for pets,031
Bichromate of potassium,001
Strong-room maintenance and repair,037
Styptic pencils,005
Sub-woofers,009
Suction cups for milking machines,007
Sulfitometers,009
Surfboards,028
Surgical sponges,010
Taekwondo instruction,041
Tailors' dummies,020
Tambourines,015
Tankards,021
Targets,028
Bicycle lights,011
Carbon fibers for textile use,022
Chimney blowers,011
Cinnamon rolls,030
Cleaning of clothing,037
Rental of loading-unloading machines and apparatus,039
Rental of motion pictures and of sound recordings,041
Bodysuits,025
Rental of teleprocessing and computer communication apparatus and instruments,038
Papers for household and industrial use,016
Mounting brackets adapted for computers,009
Ice cubes,030
Marine engines and parts and fittings thereof,007
Gardening shears and scissors,008
Audio-receivers and video-receivers,009
Automatic pressure control machines and instruments,009
Nutritive substances for microorganisms for medical purposes,005
Leasing of air conditioners,040
Crystalline silicon,001
Penetrating agents for textile printing and dyeing,001
Touch screens,009
Tow trucks,012
Toy beanbags [Otedama],028
Bed bases,020
Bed blankets,024
Beer-based cocktails,032
Belt clasps,026
Biological tissue cultures for veterinary purposes,005
Bird food,031
Black pudding,029
Boat tillers,012
Bodyboards,028
CD burners,009
Cell phones,009
Cellulose esters for industrial purposes,001
Cement posts,019
Charcoal pencils,016
Clay pigeons [targets],028
Materials testing and evaluation,042
Medical and surgical knives and cutters for cutting human or animal tissue and organs,010
"Medical testing services, namely, fitness evaluation",044
Gas flow meters,009
Diesel injector testers,009
Instant pudding mixes,030
Instant doughnut mixes,030
Instruction of forestation skills,041
Pencil caps,016
Dust proof plugs for earphone jacks,009
Metal stoppers for bottles,006
Investment consultancy,036
Iridium and its alloys,014
"Japanese cast iron kettles, non-electric (tetsubin)",021
Japanese pepper powder spice (sansho powder),030
Kimono racks,020
Solder balls,006
Drink mats of table linen,024
Statuettes made of plaster,020
Skapris,025
Instruction on formal wearing of kimono,041
Insulation in the form of floor coverings,017
Arrangements of processed fruit,029
Rolled and peeled or ground tubes of steel,006
Sound projectors and amplifiers,009
"Baths, bathtubs, whirlpool baths and bath installations",011
Extensions and attachments for pencils,016
Stickers and sticker albums,016
Embossed soles and heels of rubber or of plastic materials,025
"Men's suits, women's suits",025
Dolls and dolls' clothing,028
Fruit salads and vegetable salads,029
Business administration and management,035
Business information and accounting advisory services,035
English horns,015
Piccolos,015
"Spring locks of metal, other than electric",006
Bronchoscopes,010
Rigid bronchoscopes,010
Flexible bronchoscopes,010
Turf removing ploughs,007
Turmeric used as a colorant,002
Underwater salvage,039
Unexposed dry films,001
Vehicle cleaning,037
Vehicle reflectors,011
"Medical, surgical and orthopaedic implants made of artificial materials",010
Metal castings,006
Correcting liquids for documents,016
Humidifiers for household use,011
Electric shoe dryers for household purposes,011
Dishwasher rinsing agents,003
Body glitters,003
Alcoholic ice,033
Interior decoration fabrics,024
Japanese flat-bottomed rowboats [tenmasen],012
Japanese floor cushions (zabuton),020
Japanese green tea,030
Medical records coding services for others in the nature of assignment of diagnostic and procedural codes for purposes of reimbursement from insurance,035
Inventory control,035
Iron or steel scraps,006
Hardwood charcoal for smoking and grilling food,004
Solid state video recorders,009
Acetylene generators,011
Downloadable fiction e-books on a variety of topics,009
Rubber tracks being parts of loading-unloading machines,007
X-ray apparatus not for medical purposes,009
Zippers for bags,026
Tealight candles,004
Oral rehydration salts,005
Toilet deodorants,005
Nicotine gum for use as an aid to stop smoking,005
Metal fasteners for scaffolds,006
"Plant hormones for {indicate, e.g., agricultural use, promoting growth of plants, etc.}",001
Electronic cigarette holders,034
Step up transformers,009
Stickers,016
Chronometric instruments,014
Chronoscopes,014
Laser tracers for application of conduction patterns to insulation media,009
Lead and its alloys,006
Leasing of shopping mall space,036
"Machine parts, namely, bearings",007
Massage chairs,010
Materials testing and analysing,042
Meat substitutes,029
Meditation training,041
"Men's and women's jackets, coats, trousers, vests",025
Message collection and transmission,038
Body bags,022
Boilermaking,040
Bolting cloth,024
Bottle closures of metal,006
Bottle sealing machines,007
Bouillon,029
Bouillons for bacteriological cultures,005
Basketball backboards,028
Bowling machines,028
Message sending and receiving services,038
Metal interior roller blinds for guiding light,020
Rubber stoppers for bottles,017
Flue gas analyzers,009
Personal wardrobe styling services,045
Pharmaceutical research and development,042
Mica,017
Modeling compounds,016
Ornamental combs for Japanese hair styling (marugushi),026
Paintings and their reproductions,016
Palladium and its alloys,014
Paper carton sealing tape,016
Paper made from paper mulberry (tengujosi),016
Paper party decorations,016
Paranormal investigation services,045
Personality testing for business purposes,035
Planning of buildings and infrastructure systems for buildings,042
Albumin dietary supplements,005
Precious metals and precious metal alloys for dentistry use,005
Metal clapboard,006
Hair detangler preparations,003
Non-metal weatherboard,019
Unwrought silver alloys,014
Jewellery made of precious metals,014
Multiprocessor chips,009
Bass drums,015
"Tree water, namely, {indicate specific type, e.g., maple, birch, etc.} water",032
Sapphires,014
Non-slip mats for showers,027
Carpet inlays,027
Nasal cleaning preparations for medical purposes,005
Donkey-hide gelatin (Ejiao) for Chinese medicinal use,005
Computer terminals for banking purposes,009
Computer cases,009
Tubes for enteral feeding,010
"Arranging for travel visas, passports and travel documents for persons traveling to {indicate country, e.g., the United States, France, Spain, etc.}",039
Abdominal corsets,010
3D spectacles,009
"Sports recruiting services for {indicate specific group, e.g., high school athletes, gymnasts, college athletes, etc.}",035
Toothbrushes for pets,021
Japanese arrowroot powder for culinary purposes,030
Pumpkin pies,030
Rice dumplings,030
Motors and engines for land vehicles,012
Passport cases,016
Pawn shops,036
Pellet-shaped rice crackers (arare),030
Personal reminder services in the area of upcoming important dates and events,045
Adult diapers,005
"Post-production editing services in the field of music, videos and film",041
Potato puffs,029
Air freshening,040
Pouches for writing instruments,016
"Air pumps, hand-operated",008
Airplane seats,012
Precious and semi-precious gems,014
Alginates for pharmaceutical purposes,005
Amphibious airplanes,012
Anemometers,009
Anhydrous ammonia,001
Cycling bib shorts,025
Aerial combiners,009
Air suction machines,007
Priming powder (jinoko),002
Alginate dietary supplements,005
Ambroid bars,020
Ambulances,012
Ammonium nitrate explosives,013
Amplifiers,009
Microwave ovens,011
Mining drill sharpeners,007
Mixes for making broths,029
Mothproofing [for textile or furs],040
Multipliers,009
Negotiation and settlement of commercial transactions for third parties,035
Pastry,030
Metal lock boxes,006
Providing temporary dressing room accommodations,043
Intellectual property consultancy services for inventors,045
Non-medicated bar soap,003
Non-medicated bath soap,003
Medicated bath soap,005
Medicated cosmetic soap,005
Disinfectant waterless soap,005
Wax for parquet floor,003
After-shave emulsions,003
After-shave liquid,003
Accounting services relating to costs for farming enterprises,035
Administration of the business affairs of franchises,035
Advertising research,035
Live bee pupae,031
Accountancy,035
Accounting services for mergers and acquisitions,035
Administration of foreign business affairs,035
Real estate management services relating to shopping centers,036
Watermelon juice,032
Accounting services for pension funds,035
"Delivery of {indicate tangible goods, e.g., flowers, clothing, food, etc.}",039
Pendant lighting fixtures,011
"Providing industry information relating to the {indicate commercial/business industry or field, e.g., legal field, dairy industry, etc.}",035
Planning and design of kitchens,042
Product safety testing services,042
"Medical apparatus for use in treating {indicate disease or condition treated, e.g., temporomandibular joint disorder (TMJ), respiratory diseases, rheumatoid arthritis, etc.}",010
"Medical devices for use in treating {indicate disease or condition treated, e.g., temporomandibular joint disorder (TMJ), respiratory diseases, rheumatoid arthritis, etc.}",010
Theatrical lighting design services,042
Planning and design of retail premises,042
"Providing temporary use of non-downloadable cloud-based software for connecting, operating, and managing networked {indicate devices, e.g., cars, kitchen appliances, HVAC systems, etc.} in the internet of things (IoT)",042
"Sous-vide machines for {indicate commercial, industrial, or household} use",011
"Downloadable software for connecting, operating, and managing networked {indicate devices, e.g., cars, kitchen appliances, HVAC systems, etc.} in the internet of things (IoT)",009
"Medical instruments for use in treating {indicate disease or condition treated, e.g., temporomandibular joint disorder (TMJ), respiratory diseases, rheumatoid arthritis, etc.}",010
Mini beam projectors,009
Photographic cameras for the instant production of pictures,009
Scientific research consulting in the field of oral irrigation,042
Electric power generators using geothermal power,007
Injectable gels for use in the treatment and repair of articular joint cartilage in {specify humans or animals},005
Electric motor cycles,012
"Education services, namely, providing pre-kindergarten through 12th grade (pre-K-12) classroom instruction",041
Injectable gels for use in the treatment and repair of joint cartilage,005
Destruction of products,040
Kneeboards,028
Omelettes,029
Tobacco powder,034
Surgical scrub tops,010
Surgical scrub hats,010
"Chemical diffusing agents for use in the manufacture of {indicate e.g., semiconductors, computer peripherals, electronics, or a wide variety of goods, etc.}",001
Providing information relating to chiropractics,044
On-line make-up consultation services,044
Providing sauna facilities,044
Conducting guided canoe expeditions,041
Providing transport for expeditions,039
Ice fishing rods,028
Windbreakers,025
Rental of photographic film development studios,040
Conducting guided outdoor expeditions,041
X-ray examinations for medical purposes,044
Providing portable toilets for events,044
Medical analysis services for the diagnosis of cancer,044
Aerial seeding,044
Fitted belts for luggage,018
Thermometers other than for medical use,009
Processed fruit,029
Refining of metals,040
Heat treatment of metals,040
Generation of electricity from wind energy,040
Chiropractic instruction,041
Bodywork therapy instruction,041
Boxing instruction,041
Tempura restaurant services,043
Dental polish,005
Medicated supplements for foodstuffs for animals,005
Pet shampoos,003
Parapharmaceutical products for use in dermatology,005
"Design, creation, hosting, maintenance of websites for others",042
Pancake mixes,030
Pasta shells,030
Pizza crust,030
Pizza dough,030
Signboards of metal,006
Rental of excavators,037
"Headwear, namely, {specify type, e.g., hats, caps, etc.}",025
Amber statues,020
Electric cables and wires,009
Arm protectors for athletic use,028
"Rental of industrial vacuums for treating hazardous materials in the nature of {indicate, e.g., asbestos, silica, lead, mold, etc.}",040
Flavoured milk,029
Industrial vacuum cleaning services,037
Rental of industrial vacuums for cleaning,037
"Mold remediation services using {indicate, e.g., chemical treatments, industrial vacuums, etc.}",040
Bicycle handlebars,012
Aperitifs,033
Artificial skin for surgical purposes,010
Latex mattresses,020
Laundry bins for household purposes,021
Cleaning cotton,021
Baseball pitching machines,028
Abdomen protectors for athletic use,028
Cupcake molds,021
Unprocessed synthetic resins,001
Mortars and pestles for kitchen use,021
Coffee essences,030
Black tea [English tea],030
Conductor's batons,015
Word processing equipment,009
Equalizers being audio apparatus,009
Organic milk,029
Electric cooking ovens [for household purposes],011
Antipasto salads,029
Digital taxi top advertising display units,009
Reflective spray paints,002
Electronic sliding callipers,009
Downloadable graphic design templates,009
Electronic terminals for highway toll collection,009
Soundbar speakers,009
Skyr,029
Rental of radios,041
Fire-extinguishing systems,009
"Fireworks, namely, {specify, e.g., sky rockets, roman candles, pinwheels, sparklers, etc.}",013
Frozen confectionery containing ice cream,030
Medical services in the field of in vitro fertilization,044
Updating of smartphone software,042
Public bath services for hygiene purposes,044
Pediatric nursing services,044
Balls for playing paddleball,028
Futures brokerage,036
Hygienic pads adapted for virtual reality head-mounted displays,009
Hygienic covers adapted for virtual reality head-mounted displays,009
Balls for playing handball,028
Balls for playing racketball,028
Swimming pool air floats,028
Portable handheld game consoles incorporating telecommunication functions,028
Potato-based flatbread,030
Containers of metal for storage and transport of goods,006
Check rails of metal,006
Rods of metal for use in railway wagon loading gauges,006
Pumps for counter-current swimming,007
Online retail store services for downloadable ring tones,035
Online retail store services for downloadable and pre-recorded music and movies,035
Beauty care of feet,044
Leather-bound blank journals,016
Marshmallow topping,030
Powdered garlic,030
Radio-frequency receivers,009
Live sheep,031
Live goats,031
Removable stickers,016
"Optical lenses featuring {indicate lens coating or treatment, e.g., anti-fog coatings, UV-blocking treatment, anti-scratch coatings, etc.}",009
Mobile catering,043
"Flavored malt-based alcoholic beverages, excluding beers",033
"Teeth whitening {indicate form of preparation, e.g., gels, foams, pastes, etc.}",003
"Wholesale store services for pharmaceutical, veterinary and sanitary preparations and medical supplies",035
Slag fertilisers,001
Slag fertilizers,001
Superphosphate fertilisers,001
Superphosphate fertilizers,001
Nitrogenous fertilizers,001
Medical instruments for analysing and identifying bacteria,010
Non-metal junctions for pipes,017
"Fittings, not of metal, for pipes",017
"Portable cool boxes, non-electric",021
Compiling indexes of information,035
Dual amplifier balancers,009
Electro-optic transducers,009
Frequency stabilizers,009
Masks for use by medical personnel,010
Paper coffee filters,016
Rings of rubber for use as pipe connection seals,017
Music cases,018
Facing mortar,019
Luggage racks being furniture,020
Nordic walking poles,018
Metal furniture sliders,006
Microblading apparatus,008
"File folders featuring {indicate features, e.g., three-ring binders, magnetic closures, etc.}",016
Bunting of textile or plastic,024
Animal-activated pet feeders,021
Funnels for kitchen use,021
File folders featuring magnetic closures,016
Pedal bins,021
Glutinous rice flour,030
Processed pumpkin seeds,029
Bath soaps,003
Beauty soap,003
Loofah soaps,003
Natural soap bars,003
Shampoos for babies,003
Medicated shampoo,005
Aftershave,003
Aftershave preparations,003
Plate glass windows for building,019
Silver thread jewelry,014
Blended vegetable oils for food,029
Hardened oils being hydrogenated oils for food,029
Pepper oil for food,029
Olive oils for food,029
"Freewheels, other than for land vehicles",007
Cooking stoves,011
"Autoclaves, electric, for cooking",011
Pastry shells,030
Gun barrel oil,004
Steel forgings,006
Calcium tungstate,001
Zinc tungstate,001
Potassium fluosilicate,001
Mercury switches,009
Protective footwear for the prevention of accident or injury,009
Protective coatings for display screens,002
Metal pickets,006
Electronic parking lot ticket dispensers,009
"Cleaning preparations for {indicate use, e.g., automobiles, ovens, shoes, etc.}",003
Underwater dive computers,009
Headsets for virtual reality games,009
Bra strap pads,025
Deinked pulp,001
Bobblehead dolls,028
Fruit rinds,029
Cash dispensers,009
Antimicrobial hand-sanitizing preparations,005
Meditation therapy services,044
"Inspection of {indicate goods or services, e.g. computers, fast food restaurants, clothing} for quality control purposes",042
Veterinary pharmaceutical preparations for the prevention of {specify disease to be prevented},005
Cotton ginning machines,007
Plug-in electric cars,012
Food preservative compositions,001
Glycerine for industrial purposes,001
Liquid salt for deicing,001
Coolants,001
Providing hot spring facilities for hygienic purposes,044
Otolaryngology instruments,010
Backrests adapted for use in vehicles,012
Bags adapted for pushchairs,012
Designing website based indexes of information for others using information technology,042
Meat tenderizers for household purposes,030
Advice on fiscal valuations,036
Geriatric nursing,044
Sambal oeleks being condiments,030
Accident insurance underwriting services,036
Bismuth nitrate,001
"Health spa services for health and wellness of the mind, body and spirit",044
Non-metal poles,020
Metal storage boxes for general use,006
Antibacterial hand soaps,005
Cakes of toilet soap,003
Organic soap bars,003
Perfumed soap,003
Dentifrices,003
Charms for jewelry,014
Soy milk,029
Cloisonné jewelry,014
Hardened oils being hydrogenated oils for industrial use,004
Vegetable oils for food,029
Natural or artificial sausage casings,029
"Joysticks being parts of machines, other than for game machines",007
Health clubs for physical exercise,041
Picnic blankets,024
"Hatpins of precious metal, other than jewelery",026
"Hatpins for securing hats, other than jewelry",026
Tajine stew,029
Electric steam mops for household purposes,007
Luminous railway signals,009
"Filters for use in photography, namely, photographic filters",009
Survival blankets to prevent injury due to hypothermia,009
Rental of air-conditioning apparatus,040
Audio equaliser apparatus,009
Wax for snowboards,004
Paper for dental examination chair headrests,016
Herbal extracts for medical purposes,005
Bone cement for surgical and orthopedic purposes,005
Works of art made of plaster,020
"Computer security services, namely, restricting unauthorized network access by {indicate, e.g., the media, users without credentials, etc.}",042
Clips of plastic for sealing bags,020
Non-medicated cosmetic soap,003
Tube tops,025
Collectible coins,014
Potato flakes,029
Seaweed extracts for food,029
Raw sugar,030
Prepared pasta,030
Nachos,030
Quesadillas,030
Processed oats,030
Processed semolina,030
Crushed oats,030
Golden syrup,030
Halvah,030
Marinades,030
Marzipan,030
Inflatable beach balls,028
Golf club head covers,028
Baseball batting cage nets,028
Playhouses,028
Prepared nuts,029
Roasted nuts,029
Processed eggplant,029
Plug gauges,009
Earphones for cellular telephones,009
Crystalline silicon solar cells,009
Skin moisture analyzers for medical purposes,010
Adhesives for affixing false nails,003
Industrial wax,004
Deodorizing room sprays,005
Automobile deodorizers,005
"Skin moisture analyzers, not for medical purposes",009
Navigational apparatus for automobiles,009
Blood roller mixers,010
Eyeglass wipes impregnated with a detergent,003
"Nasal irrigators, electric",010
Self-balancing one-wheeled electric scooters,012
3D printing for others,040
"Additive manufacturing of {indicate field of goods, e.g., toys, furniture, etc.} for others",040
Educational examination for users to qualify to pilot drones,041
Audio engineering services for events,041
Inflatable toys for swimming pools,028
Ski poles for roller skis,028
Graphic design of promotional materials,042
Downloadable computer-aided design (CAD) software for {indicate general use or name specific field},009
Recorded computer-aided design (CAD) software for {indicate general use or name specific field},009
Downloadable computer-aided manufacturing (CAM) software for {indicate general use or name specific field},009
"Transportable buildings, not of metal",019
Tobacco and tobacco substitutes,034
Cigarettes and cigars,034
"Gurjun balsam, other than essential oils, for use in the manufacture of varnish",001
"Runners, not of metal, for sliding doors",020
Non-metal door knockers,020
Bath seats for babies,020
Lap desks,020
"Pasta makers, hand-operated",021
Hand-operated pasta makers,021
Non-electric pasta makers for household purposes,021
"Noodle machines, hand-operated",021
Anti-graffiti paints,002
Telecommunication apparatus in the nature of wireless receivers in the form of jewellery,009
Quality control of goods and services,042
Facial cleansing grains,003
Basketball baskets,028
Hand trucks,012
Cryptocurrency exchange services,036
Hair foiling services,044
Forks being table cutlery,008
"Stuffing composed of rubber for {indicate goods e.g., mattresses, furniture, changing pads, etc.}",017
Biometric iris scanners,009
Cutting mats for arts and crafts use,016
Turf removal services,037
"Pepper mills, other than hand-operated",007
Stacking toys,028
Photoresists,001
Collagen preparations for cosmetic purposes,003
Load banks,009
Composing sticks for typesetting,016
Gherkins,029
Sandwich wraps [bread],030
"Meat sticks consisting primarily of processed {specify ingredients, e.g., pork, turkey, etc.}",029
Professional staffing services in the field of {indicate field or subject matter},035
Humidifiers,011
Spotlights,011
Malt wort,032
Seltzer water,032
Milk ferments for industrial purposes,001
Reducing agents for use in photography,001
Salts for galvanic cells,001
Downloadable computer programmes for document management,009
Online advertising on a computer network,035
"Financial evaluation of development costs relating to {specify field, e.g., automotive, natural resources, medical device technology, etc.} industry",036
Semi-frozen coffee drinks,030
Soft knitted toys,028
Ketone-based meal replacement bars for weight loss purposes,005
Coffee-based drinks,030
"Junctions, not of metal, for flexible pipes",017
Chemical preparations for preventing the spread of zinc whiskers on galvanized surfaces,001
Wax for surfboards,004
Condom catheters,010
Fistula needles,010
Bridal headpieces in the nature of ornamental hair combs,026
Metals in foil form for 3D printers,006
Mirrorless cameras,009
Fibrescopes for medical use,010
Gamma cameras for medical purposes,010
Goniometers for orthopaedic use,010
Gyrocopters,012
Makeup setting sprays,003
Wax for skateboards,004
Watch case openers,008
Avalanche probes featuring sensors for measuring snow depth,009
Haemoglobinometers,010
Electronic cigarette liquid (e-liquid) comprised of essential oils,003
Bridal headpieces in the nature of tiaras,014
Cocks for pipes and pipelines being parts of sanitary installations,011
Air sterilizing apparatus,011
"Heating cushions, chemically activated, not for medical purposes",011
Electric ice cream makers,011
"Cookery moulds in the shape of {specify, e.g., circles, stars, etc.}",021
"Bibs for babies, sleeved, not of paper",025
"Home security monitoring using {indicate security hardware, e.g., sensors, cameras, motion detectors, etc.}",045
Computer security services in the nature of administering digital keys,042
Monitoring burglar alarms,045
"Coasters, not of paper or textile",021
Place mats of textile,024
Corsets being underclothing,025
"Stakes, not of metal, for plants or trees",020
Nut milk,029
Dietetic foods and beverages adapted for medical use,005
Sesame seeds for use as seasonings,030
Home security alarm monitoring,045
Xylene,001
Molcajete and tejolete for kitchen use,021
Keyboxes,006
Physical exercise apparatus for medical purposes,010
Key rings,014
Animal oils and fats for food,029
Vegetable oils and fats for food,029
Maize oil for food,029
Flavored olive oil for food,029
Installation and repair of air-conditioning apparatus,037
Vermin exterminating for aquaculture,044
Non-electric food slicers,008
Wall decals,016
Distempers,002
Accent furniture,020
Xylol,001
"Eye-washes, not for medical purposes",003
Medicated hair lotions,005
Medicated shampoos for pets,005
Brackets of metal for furniture,006
Clips of metal for sealing bags,006
Bag hangers of metal,006
Camshafts for vehicle engines,007
Liquid rouges,003
Body scrubs,003
Topsoil,001
Insecticidal animal shampoo,005
Opals,014
Liquid soaps for laundry,003
Make-up primers,003
USB wireless routers,009
Flush handles for toilets,011
Inflatable chairs,020
Medicated after-shave lotions,005
Medicated shampoos,005
Medicated toiletry preparations,005
Medicated dry shampoos,005
Cuticle softeners,003
Nail repair preparations,003
Transmission oil,001
"Polymer resins, unprocessed",001
"Cleansers for intimate personal hygiene purposes, non medicated",003
Nail varnish removers,003
Xylene fuel,004
Lyophilised food adapted for medical purposes,005
Homogenized food adapted for medical purposes,005
Homogenised food adapted for medical purposes,005
Lyophilized meat adapted for medical purposes,005
Lyophilised meat adapted for medical purposes,005
Reagent paper for veterinary purposes,005
Astringents for medical purposes,005
Medicated dentifrices,005
Pediculicidal shampoos,005
Antibacterial handwashes,005
Shoe pegs of metal,006
Shoe dowels of metal,006
Folding doors of metal,006
Fireplace mantles of metal,006
Decalcomanias for fingernails,003
Lenses for smartphone cameras,009
Microbubble generators for waste water treatment,011
Licensing of  software in the framework of software publishing,045
"Machine coupling and transmission components, except for land vehicles",007
Rubber cement for repairing pneumatic tires,001
Foundry moulding preparations in the nature of foundry sand,001
"Quay wall-mounted rubber cushioning materials for the prevention of damage to docks, ships and vessels",017
"MRI apparatus, not for medical purposes",009
Medical diagnostic apparatus for testing DNA and RNA samples,010
Fixatives in the nature of varnishes,002
Fuels with an alcohol base,004
Hand-operated vegetable peelers,008
Industrial paint agitating machines,007
Shaving soaps,003
After-shave,003
Decorative key fobs,014
Charms for key rings or key chains,014
"Toiletry bags sold filled with medicated toiletry preparations, namely,  {indicate type of medicated toiletry, e.g., soap, shampoo, hair conditioner, etc.}",005
Collagen preparations for cosmetics purposes,003
Manure,001
Compost,001
Potting compost,001
Passport holders incorporating RFID blocking technology,016
Handbags incorporating RFID blocking technology,018
Text and picture wireless messaging services,038
Security token  hardware,009
Audio equalizer apparatus,009
Intraocular prostheses in the nature of lenses for surgical implantation,010
Nameplates of precious metal,014
Drawn and polished metal bars,006
Labels of metal,006
Smart rings,009
Bank vaults,006
Strongboxes,006
Lockboxes,006
Junctions of metal for flexible pipes,006
Junctions of metal for rigid pipes,006
Hot-rolled steel bars,006
Peeled metal bars,006
"Gurneys, wheeled",010
Medical instruments for analyzing and identifying bacteria,010
Vaginal washes for personal sanitary or deodorant purposes,003
Freeze-dried food adapted for medical purposes,005
Insecticidal veterinary washes,005
Preparations for removing gel nails,003
Water-saving aerators for faucets,011
Electric thermo pots,011
Phytotherapy preparations for medical purposes,005
Immunostimulants,005
Lip tints,003
Cultured pearls,014
Dietary fiber for use as an ingredient in the manufacture of dietary supplements,005
Coconut flour,030
"Cupcake stands made of {specify material composition, e.g., paper, plastic, glass, etc.}",021
Processed kohlrabies,029
Bags specially adapted for yoga mats,027
Solar-powered heaters for use in swimming pools,011
Processed bok choy,029
Medicated eye washes,005
Child carrying trailers for use in transporting children that attach to land vehicles,012
Herbal tinctures for medical purposes,005
Electric flour sifters,007
Electric flour sifters for industrial use,007
Pizza paddles,021
Electric flour sifters for household use,007
Frozen seafood,029
Removable breast enhancer pads used in bras or swimsuits,025
"Wine cellars, electric",011
Broadcast transmission by satellite,038
Communication by hertzian wave,038
Computer software development,042
Facial oils,003
Batteries for electronic cigarettes,009
Barbecue smokers,011
Portable fire pits,011
Advisory services relating to telecommunications,038
Apparatus for the regeneration of stem cells for medical purposes,010
Toe separators for orthopedic purposes,010
Heat guns,011
Disinfectant apparatus for medical purposes,011
String lights for festive decoration,011
Dried chinese cabbage,029
Broadcast of radio programmes,038
Broadcasting of cable television programmes,038
Electronic interactive whiteboards,009
"Electronic sheet music, downloadable",009
Financial appraisals in responding to requests for proposals (RFPs),036
Cot bumpers,024
Paper for use on headrests,016
Fitted covers for underarm crutch pads,010
Novelty plush toys for parties,028
"Plastic sheets, films and bags for wrapping and packaging",016
Plastic sheets for wrapping and packaging,016
Plastic films for wrapping and packaging,016
Plastic bags for wrapping and packaging,016
Plastic sheets for wrapping,016
Plastic films for wrapping,016
Plastic bags for wrapping,016
"Printers' type, printing blocks",016
Mastic adhesives for tires,001
Mastic adhesives for tyres,001
Fitted anti-dazzle devices for automobile headlamps,011
Novelty toys in the nature of placebo sprays for playing jokes,028
Fruit sauces,030
Apparatus for viewing cinematographic film when editing to determine the best cut-point,009
Wearable computers in the nature of smartwatches,009
Wearable computers in the nature of smartglasses,009
"Frozen {specify type of batter, e.g., cupcake, cake, cookie, pancake, etc.} batter",030
Retail store services in the field of {indicate field or type of goods/services} featuring a frequent patron program in which points are accumulated to be used for discounts on future purchases,035
"Installation, maintenance, and updating of computer software",042
Transfer boards for mobility-impaired persons,010
Unfermented preserved must,032
Wallets incorporating RFID blocking technology,018
Live cattle,031
Blackcurrant juice,032
Carbonated non-alcoholic drinks,032
De-alcoholised wines,032
Fruit juice beverages,032
Guava juice,032
Melon juice,032
Vegetable smoothies,032
Distilled spirits,033
Non-metal doorknobs,020
Providing information in the field of automobile financing,036
Providing financing information in the field of automobiles,036
Fruit smoothies,032
Mango juice,032
Pomegranate juice,032
Electric hot shave lather machines,011
Glass cloth being abrasive cloth,003
Works of art of non-precious metal,006
Works of art of precious metal,014
Works of art made of glass,021
Works of art of common metal,006
Works of art made of paper,016
Providing home repair information,037
Works of art of clay,019
Hand-operated locking clamp tools,008
Tommy bars,008
Long lash mascaras,003
Laundry balls containing laundry detergent,003
Rechargeable sweepers,007
Red pepper flakes for use as a seasoning,030
Zeppole,030
Works of art in mixed media composed primarily of polymers,020
Works of art made of wax,020
Fittings of metal for flexible pipes,006
Fittings of metal for rigid pipes,006
Key chains comprised of split rings with decorative fobs or trinkets,014
Key chains,014
Electronic black boxes for recording data,009
Divot repair tool for golfers,028
Cheese-flavored corn snacks,030
Corn chips,030
Corn curls,030
"Medicated soaps for {indicate purpose or intended use, e.g., hands and face, babies, etc.}",005
Non-medicated grooming preparations in the nature of shampoos for animals,003
Dentifrices in the form of solid tablets,003
Cleansing milk for toilet purposes,003
Collyrium,005
Power adapters for use in vehicle lighter sockets,009
Respiratory masks for artificial respiration,010
Orthodontic rubber bands,010
Toe separators for orthopaedic purposes,010
Broadcast of information by means of television,038
Preserved and flattened oranges,029
Dried longan,029
Dried lichee,029
Broadcasting of programmes via the internet,038
Electrolarynxes,010
"Socks, electrically heated",011
Gas grills,011
Salted vegetables,029
Dried turnip,029
Chatroom services for social networking,038
Recovery of smartphone data,042
Head-mounted video displays,009
Charging stations for electric vehicles,009
T-squares for measuring,009
Squares for measuring,009
Square rulers for measuring,009
"Roller bottles, sold empty",021
Audio mixers,009
Electronic key fobs being remote control apparatus,009
Water scooters,012
Labels of leather,018
Cough pastilles for medical use,005
Demineralised water for medical purposes,005
Apparatus for testing vehicle brakes,009
Self-leveling concrete for use in building construction,019
Console tables,020
"Jerrycans, not of metal",020
Online retail department store services featuring in-store order pickup,035
Online retail convenience store services featuring in-store order pickup,035
"Non-chemical engine treatment preparations and additives for engine oils, gasoline and diesel fuels, transmission fluids and cooling systems",004
Fitted footmuffs for prams,012
Fitted footmuffs for baby carriages,012
Charms for key rings,014
Suitcases with wheels,018
Saddlebags,018
"Pet collar accessories, namely, fitted silencers for metal pet tags",006
"Pet collar accessories, namely, safety lights",009
Monoculars,009
Cotton gloves for household purposes,021
Pickled kohlrabi,029
Paper creasing machines for office use,016
